v5 Gene Model ID	v4 Gene Model ID	v3 Gene Model ID	Gene Symbol	Full Name
Zm00001eb421340		GRMZM2G137451	afb1	auxin signaling F-box1
Zm00001eb085030		GRMZM5G848945	afb2	auxin signaling F-box2
Zm00001eb297000	Zm00001d039133	GRMZM2G059037	afd1	absence of first division1
Zm00001eb297020	Zm00001d039133	GRMZM2G059037	afd1	absence of first division1
Zm00001eb297030	Zm00001d039133	GRMZM2G059037	afd1	absence of first division1
Zm00001eb012570	Zm00001d028651	GRMZM2G043878	afp1	antifungal protein1
Zm00001eb202760		GRMZM2G050467	AFW65669	
Zm00001eb303190		GRMZM2G340656	aga1	alkaline galactosidase1
Zm00001eb281720		GRMZM2G127147	aga2	alkaline galactosidase2
Zm00001eb033870		GRMZM2G037265	aga3	alkaline galactosidase3
Zm00001eb061880		GRMZM2G077181	aga4	alkaline galactosidase4
Zm00001eb079430		GRMZM2G047292	aga5	alkaline galactosidase5
Zm00001eb079430		GRMZM2G311756	aga6	alkaline galactosidase6
Zm00001eb044860	Zm00001d032608	GRMZM2G095126	agal1	alpha-galactosidase1
Zm00001eb356140		AC199001.3_FG005	ago1	argonaute1
Zm00001eb356140		GRMZM2G162525	ago1	argonaute1
Zm00001eb385810	Zm00001d046438	AC189879.3_FG003	ago101	argonaute101
Zm00001eb297760	Zm00001d039214	GRMZM2G141818	ago104	argonaute104
Zm00001eb128780		GRMZM2G089743	ago105	argonaute105
Zm00001eb421780		GRMZM2G120019	ago106a	argonaute106a
Zm00001eb217290	Zm00001d013542	GRMZM2G461936	ago108	argonaute108
Zm00001eb276980	Zm00001d036917	GRMZM2G079080	ago10b	argonaute10b
Zm00001eb104820	Zm00001d006351	GRMZM2G105250	ago18a	argonaute18a
Zm00001eb050240	Zm00001d033206	GRMZM2G457370	ago18b	argonaute18b
Zm00001eb320080		GRMZM2G092227	ago18c	argonaute18c
Zm00001eb320080		GRMZM2G393455	ago18c	argonaute18c
Zm00001eb267430	Zm00001d035747	GRMZM2G441583	ago1a	argonaute1a
Zm00001eb428910	Zm00001d026111	AC209206.3_FG011	ago1b	argonaute1b
Zm00001eb073810	Zm00001d002650	GRMZM2G039455	ago1c	argonaute1c
Zm00001eb228770	Zm00001d014875	GRMZM2G361518	ago1d	argonaute1d
Zm00001eb070760	Zm00001d002316	GRMZM2G007791	ago2a	argonaute2a
Zm00001eb430920	Zm00001d026300	GRMZM2G354867	ago2b	argonaute2b
Zm00001eb332830	Zm00001d008249	GRMZM2G589579	ago4a	argonaute4a
Zm00001eb116620		GRMZM2G059033	ago5b	argonaute5b
Zm00001eb308470	Zm00001d019905	GRMZM2G347402	ago6	argonaute6
Zm00001eb308470	Zm00001d019905	GRMZM2G432075	ago6	argonaute6
Zm00001eb097730	Zm00001d005546	GRMZM2G106213	agp1	ADP glucose pyrophosphorylase small subunit embryo 1
Zm00001eb296990	Zm00001d039131	GRMZM2G027955	agp2	ADP glucose pyrophosphorylase2
Zm00001eb056340	Zm00001d033910	GRMZM2G391936	agpll1	ADP glucose pyrophosphorylase large subunit leaf1AGPL4
Zm00001eb304130	Zm00001d019266	GRMZM2G144002	agpll2	ADP glucose pyrophosphorylase large subunit leaf2
Zm00001eb042990	Zm00001d032385	GRMZM2G163437	agpsl1	ADP glucose pyrophosphorylase small subunit leaf1
Zm00001eb370480	Zm00001d012689	GRMZM2G302639	agrr21	
Zm00001eb065740		GRMZM2G086876	ahl9	AT-hook motif nuclear-localized protein homolog9
Zm00001eb055230		GRMZM2G044569	AI665421	
Zm00001eb281500		GRMZM2G142409	AI665898	
Zm00001eb108610		GRMZM2G464000	AI668346	
Zm00001eb077390		GRMZM2G002903	AI691686	
Zm00001eb136860		GRMZM2G418515	AI714716	
Zm00001eb144670		GRMZM2G064936	AI770873	
Zm00001eb387250		GRMZM2G139973	AI812156	
Zm00001eb030390		GRMZM2G443525	AI855190	
Zm00001eb100940	Zm00001d005908	GRMZM6G177089	AI861369	
Zm00001eb404290		GRMZM2G113245	AI901738	
Zm00001eb404300		GRMZM2G113245	AI901738	
Zm00001eb026490	Zm00001d030310	GRMZM2G129413	aic1	auxin import carrier1
Zm00001eb200830		GRMZM2G045057	aic2	auxin import carrier2
Zm00001eb010460	Zm00001d028401	GRMZM2G149481	aic3	auxin import carrier3
Zm00001eb288800		GRMZM2G067022	aic4	auxin import carrier4
Zm00001eb325090	Zm00001d021877	GRMZM2G061234	ak1	Adenylyl-sulfate kinase1
Zm00001eb325100	Zm00001d021877	GRMZM2G061234	ak1	Adenylyl-sulfate kinase1
Zm00001eb208780	Zm00001d053962	GRMZM2G019838	ak2	ankyrin repeat protein2
Zm00001eb177530		GRMZM2G365423	akh1	aspartate kinase-homoserine dehydrogenase1
Zm00001eb177530		GRMZM2G389303	akh1	aspartate kinase-homoserine dehydrogenase1
Zm00001eb177530		GRMZM2G437977	akh1	aspartate kinase-homoserine dehydrogenase1
Zm00001eb064940	Zm00001d034896	GRMZM2G047774	akin1	AKINbetagamma-1 protein kinase1
Zm00001eb013270	Zm00001d028733	GRMZM2G107867	akin2	AKINbetagamma-1 protein kinase2
Zm00001eb210470		GRMZM2G014170	akin3	AKINbetagamma-1 protein kinase3
Zm00001eb269560	Zm00001d036024	GRMZM2G052812	akr1	aldo/keto reductase AKR1
Zm00001eb369440		GRMZM2G091054	al9	aleurone9
Zm00001eb144240	Zm00001d042453	GRMZM2G057823	ald1	aldolase1
Zm00001eb365200	Zm00001d012103	GRMZM2G066024	ald2	aldolase2
Zm00001eb179190		GRMZM2G013214	aldh11	aldehyde dehydrogenase11
Zm00001eb179190		GRMZM2G146754	aldh11	aldehyde dehydrogenase11
Zm00001eb085560		GRMZM5G820733	aldh12	aldehyde dehydrogenase12
Zm00001eb091200		GRMZM2G118800	aldh13	aldehyde dehydrogenase13
Zm00001eb201330		GRMZM2G060800	aldh14	aldehyde dehydrogenase14
Zm00001eb207050		GRMZM2G119482	aldh15	aldehyde dehydrogenase15
Zm00001eb233300		GRMZM2G128114	aldh16	aldehyde dehydrogenase16
Zm00001eb248870		GRMZM2G169458	aldh17	aldehyde dehydrogenase17
Zm00001eb277100		GRMZM2G122172	aldh18	aldehyde dehydrogenase18
		GRMZM2G365440	aldh19	aldehyde dehydrogenase19
Zm00001eb189920	Zm00001d051754	GRMZM2G125268	aldh2	aldehyde dehydrogenase2
Zm00001eb100180		GRMZM2G130440	aldh20	aldehyde dehydrogenase20
Zm00001eb302330		GRMZM2G001898	aldh21	aldehyde dehydrogenase21
Zm00001eb302330		GRMZM2G108076	aldh21	aldehyde dehydrogenase21
Zm00001eb331300	Zm00001d022554	GRMZM2G135341	aldh22	aldehyde dehydrogenase22
Zm00001eb357540		GRMZM2G407949	aldh23	aldehyde dehydrogenase23
Zm00001eb158450		GRMZM2G398633	aldh24	aldehyde dehydrogenase24
Zm00001eb408260		GRMZM2G103546	aldh25	aldehyde dehydrogenase25
Zm00001eb424410		GRMZM2G135470	aldh26	aldehyde dehydrogenase26
Zm00001eb427610		GRMZM2G155502	aldh27	aldehyde dehydrogenase27
Zm00001eb431030		GRMZM2G354187	aldh28	aldehyde dehydrogenase28
Zm00001eb116050		AC148152.3_FG001	aldh29	aldehyde dehydrogenase29
Zm00001eb160820	Zm00001d044339	GRMZM2G071021	aldh3	aldehyde dehydrogenase3
Zm00001eb109250		GRMZM2G398633	aldh30	aldehyde dehydrogenase30
Zm00001eb180340		GRMZM2G070514	aldh31	aldehyde dehydrogenase31
Zm00001eb422540		GRMZM5G828253	aldh32	aldehyde dehydrogenase32
Zm00001eb208270		AC233922.1_FG003	aldh34	aldehyde dehydrogenase34
Zm00001eb337490		GRMZM2G382159	aldh35	aldehyde dehydrogenase35
Zm00001eb160830	Zm00001d044340	GRMZM2G097706	aldh5	aldehyde dehydrogenase5
Zm00001eb129940		GRMZM2G365483	aldh7	aldehyde dehydrogenase7
		GRMZM2G325115	aldh8	aldehyde dehydrogenase8
Zm00001eb041930		GRMZM2G016189	aldh9	aldehyde dehydrogenase9
Zm00001eb148000		GRMZM2G479423	aldr1	aldose reductase1
Zm00001eb289570		GRMZM2G059306	aldr2	aldose reductase2
Zm00001eb289570		GRMZM2G059314	aldr2	aldose reductase2
Zm00001eb290330		GRMZM2G169943	aldr3	aldose reductase3
Zm00001eb117640		GRMZM2G016236	aldr7	aldose reductase7
Zm00001eb429390		AF466202.2_FG007	aldr8	aldose reductase8
		GRMZM2G415025	aldr9	aldose reductase9
Zm00001eb282300	Zm00001d037537	GRMZM2G148810	alf1	Alfin-like-transcription factor 1
Zm00001eb423260	Zm00001d025504	GRMZM2G050495	alf10	Alfin-like-transcription factor 10
Zm00001eb349140	Zm00001d010241	GRMZM2G158918	alf11	Alfin-like-transcription factor 11
Zm00001eb336130	Zm00001d008646	GRMZM5G893976	alf12	Alfin-like-transcription factor 12
Zm00001eb145370	Zm00001d042582	GRMZM2G080917	alf13	Alfin-like-transcription factor 13
Zm00001eb423200	Zm00001d025491	GRMZM2G156088	alf14	Alfin-like-transcription factor 14
Zm00001eb062440	Zm00001d034627	AC225147.4_FG003	alf15	Alfin-like-transcription factor 15
	Zm00001d025492	GRMZM2G016564	alf16	Alfin-like-transcription factor 16
Zm00001eb211910		GRMZM2G110952	alf17	Alfin-like-transcription factor 17
Zm00001eb168160	Zm00001d049007	GRMZM2G008259	alf18	Alfin-like-transcription factor 18
Zm00001eb094990	Zm00001d005185	GRMZM2G047316	alf19	Alfin-like-transcription factor 19
Zm00001eb244180	Zm00001d016861	GRMZM2G063864	alf2	Alfin-like-transcription factor 2
Zm00001eb110470		GRMZM2G008236	alf20	Alfin-like-transcription factor 20
Zm00001eb334970		GRMZM2G377550	alf21	Alfin-like-transcription factor 21
Zm00001eb369580		GRMZM2G106250	alf22	Alfin-like-transcription factor 22
Zm00001eb099750		GRMZM2G341405	alf24	Alfin-like-transcription factor 24
Zm00001eb327240	Zm00001d022110	GRMZM2G038066	alf3	Alfin-like-transcription factor 3
Zm00001eb138270	Zm00001d041767	GRMZM2G153087	alf4	Alfin-like-transcription factor 4
Zm00001eb288280	Zm00001d038208	GRMZM2G016817	alf5	Alfin-like-transcription factor 5
Zm00001eb182490	Zm00001d050816	GRMZM2G107807	alf7	Alfin-like-transcription factor 7
Zm00001eb365950	Zm00001d012196	GRMZM2G172001	alf8	Alfin-like-transcription factor 8
Zm00001eb353930	Zm00001d010834	GRMZM2G017142	alf9	Alfin-like-transcription factor 9
Zm00001eb016230	Zm00001d029083	GRMZM2G030571	algt1	alanine--glyoxylate aminotransferase1
Zm00001eb405260		GRMZM2G180205	ali1	aladin1
Zm00001eb405280		GRMZM2G180249	ali2	aladin ortholog2
Zm00001eb433900		GRMZM2G173413	alla1	allantoinase1
Zm00001eb154120		GRMZM5G886177	alm3	aluminum tolerance3
Zm00001eb083510		AC233887.1_FG005	almt1	aluminum-activated malate transporter homolog1
Zm00001eb380200		GRMZM2G057983	almt10	aluminum-activated malate transporter homolog10
Zm00001eb274380		GRMZM2G446218	almt12	aluminum-activated malate transporter homolog12
Zm00001eb428870		GRMZM2G094860	almt16	aluminum-activated malate transporter homolog16
Zm00001eb422120		GRMZM5G858653	almt2	aluminum-activated malate transporter homolog2
Zm00001eb253540		GRMZM2G075136	almt3	aluminum-activated malate transporter homolog3
Zm00001eb348260		GRMZM2G439638	almt4	aluminum-activated malate transporter homolog4
Zm00001eb250350		GRMZM2G089396	almt8	aluminum-activated malate transporter homolog8
Zm00001eb382650		GRMZM2G118507	almt9	aluminum-activated malate transporter homolog9
Zm00001eb406410	Zm00001d023376	GRMZM2G003762	alp1	aluminum-induced protein homolog1
Zm00001eb180890	Zm00001d050567	GRMZM2G143357	als1	acetolactate synthase1
Zm00001eb241810	Zm00001d016572	GRMZM2G143008	als2	acetolactate synthase2
Zm00001eb109370	Zm00001d006875	GRMZM2G124963	alt10	alanine aminotransferase10
Zm00001eb223670		GRMZM2G088018	alt11	alanine aminotransferase11
Zm00001eb223670		GRMZM2G088028	alt11	alanine aminotransferase11
Zm00001eb028030		GRMZM5G828630	alt12	alanine aminotransferase12
Zm00001eb223680		GRMZM2G088064	alt4	L-alanine:2-oxoglutarate aminotransferase4
Zm00001eb313780		GRMZM2G117230	alt5	alanine aminotransferase5
Zm00001eb298440		GRMZM2G120563	alt7	alanine aminotransferase7
Zm00001eb118240	Zm00001d007937	GRMZM5G840582	alt8	alanine amino transferase8
Zm00001eb327530	Zm00001d022152	GRMZM2G053999	alt9	alanine aminotransferase9
Zm00001eb074550		GRMZM2G170509	alte1	acyl-lipid thioesterase1
Zm00001eb074540		GRMZM2G077811	alte2	acyl-lipid thioesterase2
Zm00001eb249640		GRMZM2G004752	alte3	acyl-lipid thioesterase3
Zm00001eb249670		GRMZM2G306566	alte4	acyl-lipid thioesterase4
Zm00001eb380580		AC203761.3_FG002	AM490196a	
Zm00001eb380580		AC220924.2_FG004	AM490196a	
Zm00001eb380580		GRMZM5G847520	AM490196a	
Zm00001eb380580		GRMZM5G883025	AM490196a	
Zm00001eb380580		GRMZM5G894110	AM490196a	
Zm00001eb280820		GRMZM2G172787	AM490196b	
Zm00001eb280820		GRMZM2G443881	AM490196b	
Zm00001eb109510		GRMZM2G169087	ami1	amidase1
Zm00001eb054500		GRMZM5G819320	ami2	amidase5
Zm00001eb255310		GRMZM2G159542	ami3	amidase3
Zm00001eb068770		GRMZM2G022192	ami4	amidase4
		GRMZM2G448233	ami5	amidase2
Zm00001eb070250		GRMZM5G876898	ammt1	aminomethyltransferase1
Zm00001eb420190	Zm00001d025103	GRMZM2G359298	amo1	amine oxidase1
Zm00001eb426350	Zm00001d025831	GRMZM2G175140	amt1	ammonium transporter1
Zm00001eb214890		GRMZM2G473697	amt10	ammonium transporter10
Zm00001eb247430	Zm00001d017249	GRMZM2G028736	amt2	ammonium transporter2
Zm00001eb077350	Zm00001d003025	GRMZM2G118950	amt3	ammonium transporter3
Zm00001eb076780		GRMZM2G062024	amt4	ammonium transporter4
Zm00001eb427000		GRMZM2G164743	amt5	ammonium transporter5
Zm00001eb289990		GRMZM2G080045	amt6	ammonium transporter6
Zm00001eb366590		GRMZM2G335218	amt7	ammonium transporter7
Zm00001eb063910		GRMZM2G338809	amt8	ammonium transporter8
Zm00001eb063910		GRMZM5G883969	amt8	ammonium transporter8
Zm00001eb243410		GRMZM2G043193	amt9	ammonium transporter9
Zm00001eb038060		GRMZM2G070172	amya2	alpha amylase2
Zm00001eb016920		GRMZM2G082034	amyb1	beta-amylase1
Zm00001eb003440	Zm00001d027619	GRMZM2G450125	amyb2	beta amylase2
Zm00001eb016870		GRMZM2G347708	amyb3	beta-amylase3
Zm00001eb016880		GRMZM2G347708	amyb3	beta-amylase3
Zm00001eb118940	Zm00001d039265	GRMZM2G175218	amyb4	beta amylase4
Zm00001eb222250		GRMZM2G025833	amyb6	beta amylase6
Zm00001eb048020	Zm00001d032961	GRMZM2G081554	an1	anther ear1
Zm00001eb431500		GRMZM2G097854	andr1	anthocyanidin reductase1
Zm00001eb431510		GRMZM2G097841	andr2	anthocyanidin reductase2
Zm00001eb431520		GRMZM2G431504	andr3	anthocyanidin reductase3
Zm00001eb081270		GRMZM2G145758	anph1	anther pollen histone1
Zm00001eb080510	Zm00001d003395	GRMZM2G325131	ans1	anthranilate synthase homolog1
Zm00001eb424380		GRMZM2G171383	ans2	anthranilate synthase component II homolog2
		GRMZM2G049892	ans3	anthranilate synthase component II homolog3
Zm00001eb252870	Zm00001d017857	GRMZM5G837108	ant1	adenine nucleotide translocator1
Zm00001eb279430	Zm00001d037211	GRMZM2G064993	anx1	annexin1
Zm00001eb255240	Zm00001d018090	GRMZM2G061950	anx2	annexin2
Zm00001eb286930		GRMZM2G132442	anx3	annexin3
Zm00001eb286920		GRMZM2G132461	anx4	annexin4
Zm00001eb060250	Zm00001d034387	GRMZM2G141535	ao1	aldehyde oxidase1
Zm00001eb213190	Zm00001d013098	GRMZM5G899851	ao2	aldehyde oxidase2
Zm00001eb060220	Zm00001d034385	GRMZM2G019799	ao3	aldehyde oxidase3
Zm00001eb060260	Zm00001d034388	GRMZM2G141473	ao4	aldehyde oxidase4
Zm00001eb300740	Zm00001d018869	GRMZM2G406830	ao5	aldehyde oxidase5
Zm00001eb020680	Zm00001d029594	GRMZM2G077316	aoc1	allene oxide cyclase1
Zm00001eb371800		GRMZM2G039993	aomt1	anthranilate O-methyltransferase1
Zm00001eb231950		GRMZM2G405947	aomt10	anthranilate O-methyltransferase10
Zm00001eb371820		GRMZM2G116966	aomt2	anthranilate O-methyltransferase2
Zm00001eb371810		GRMZM2G063438	aomt3	anthranilate O-methyltransferase3
Zm00001eb199390		GRMZM2G143871	aomt4	anthranilate O-methyltransferase4
Zm00001eb199380		GRMZM2G133996	aomt5	anthranilate O-methyltransferase5
Zm00001eb199360		GRMZM2G050307	aomt6	anthranilate O-methyltransferase6
Zm00001eb199370		GRMZM2G050321	aomt7	anthranilate O-methyltransferase7
Zm00001eb231980		GRMZM2G010731	aomt8	anthranilate O-methyltransferase8
Zm00001eb231910		GRMZM2G303419	aomt9	anthranilate O-methyltransferase9
Zm00001eb399600	Zm00001d048021	GRMZM2G067225	aos1	allene oxide synthase1
Zm00001eb009340	Zm00001d028282	GRMZM2G002178	aos2	allene oxide synthesis2
Zm00001eb058670	Zm00001d034186	GRMZM2G376661	aos3	allene oxide synthesis3
Zm00001eb058640	Zm00001d034184	GRMZM2G072653	aos4	allene oxide synthesis4
Zm00001eb214000		GRMZM2G033098	aos5	allene oxide synthesis5
Zm00001eb251680	Zm00001d017727	AC233960.1_FG002	aox1	alternative oxidase1 
Zm00001eb071890	Zm00001d002436	GRMZM2G125669	aox2	alternative oxidase2
Zm00001eb071870	Zm00001d002434	GRMZM2G074743	aox3	alternative oxidase3
Zm00001eb071880		GRMZM2G074761	aox4	alternative oxidase
Zm00001eb112310	Zm00001d007270	AC195874.2_FG002	ap17	clathrin coat assembly protein  AP17
Zm00001eb031790	Zm00001d031071	GRMZM2G082998	apg1	albino or pale green mutant1
Zm00001eb289830		GRMZM2G066432	apk1	protein kinase APK1
Zm00001eb070770	Zm00001d002317	GRMZM2G007453	apo1	accumulation of photosystem one1
Zm00001eb190190		GRMZM2G063473	apo3	accumulation of photosystem I_3
Zm00001eb322440	Zm00001d021596	AC189750.4_FG004	aprl1	adenosine 5'-phosphosulfate reductase-like1
Zm00001eb105800	Zm00001d006467	GRMZM2G087254	aprl2	adenosine 5'-phosphosulfate reductase-like2
Zm00001eb194120	Zm00001d052215	GRMZM2G042582	aprl3	adenosine 5'-phosphosulfate reductase-like3
Zm00001eb255320	Zm00001d018099	GRMZM2G159535	aprl4	adenosine 5'-phosphosulfate reductase-like4
Zm00001eb042300	Zm00001d032303	GRMZM2G085249	aprl5	adenosine 5'-phosphosulfate reductase-like5
Zm00001eb410330	Zm00001d023853	GRMZM2G141848	aprl6	adenosine 5'-phosphosulfate reductase6
Zm00001eb137590	Zm00001d041690	GRMZM2G155073	aprl7	adenosine 5'-phosphosulfate reductase-like7
Zm00001eb061530	Zm00001d034525	GRMZM2G046231	aprl8	adenosine 5'-phosphosulfate reductase-like8
Zm00001eb212580	Zm00001d013043	GRMZM2G025248	aprl9	adenosine 5'-phosphosulfate reductase-like9
Zm00001eb078070	Zm00001d003108	GRMZM2G170101	aprt1	adenine phosphoribosyltransferase1
Zm00001eb135050		GRMZM2G093347	aprt2	adenine phosphoribosyltransferase2
Zm00001eb056910	Zm00001d033981	GRMZM2G149952	aps1	ATP sulfurylase1
Zm00001eb397180	Zm00001d047757	GRMZM2G054300	apx1	ascorbate peroxidase homolog
Zm00001eb082560		GRMZM2G120517	apx10	ascorbate peroxidase10
Zm00001eb408280		GRMZM2G014397	apx11	ascorbate peroxidase11
Zm00001eb243590	Zm00001d016802	GRMZM2G006791	apx12	ascorbate peroxidase12
Zm00001eb112040	Zm00001d007234	GRMZM2G140667	apx2	ascorbate peroxidase2
Zm00001eb013080	Zm00001d028709	GRMZM2G137839	apx3	ascorbate peroxidase homolog3
	Zm00001d019081	GRMZM2G316256	apx4	ascorbate peroxidase4
Zm00001eb294460		GRMZM2G093346	apx5	Cytosolic ascorbate peroxidase5
Zm00001eb419790		GRMZM2G004211	apx6	ascorbate peroxidase6
Zm00001eb035440		GRMZM2G047968	apx7	ascorbate peroxidase7
Zm00001eb035440		GRMZM2G083128	apx7	ascorbate peroxidase7
Zm00001eb202790		GRMZM2G460406	apx9	ascorbate peroxidase9
Zm00001eb111660		GRMZM2G003331	apy1	apyrase1
Zm00001eb129980		GRMZM2G143971	apy10	apyrase10
Zm00001eb168170		GRMZM2G085711	apy11	apyrase11
Zm00001eb405620		GRMZM2G431714	apy12	apyrase12
Zm00001eb289880		GRMZM2G140587	apy13	apyrase13
Zm00001eb041370		GRMZM2G152457	apy14	apyrase14
Zm00001eb018380		GRMZM2G056944	apy15	apyrase15
Zm00001eb392190		GRMZM2G097987	apy16	apyrase16
Zm00001eb330840		GRMZM2G131026	apy2	apyrase2
Zm00001eb181900		GRMZM2G106618	apy4	apyrase4
Zm00001eb015690		GRMZM2G124209	apy5	apyrase5
Zm00001eb156630		GRMZM2G150151	apy6	apyrase6
Zm00001eb414850		GRMZM2G081137	apy7	apyrase7
Zm00001eb112690		GRMZM2G349839	apy8	apyrase8
Zm00001eb195710		GRMZM2G006762	apy9	apyrase9
Zm00001eb200420		GRMZM2G039878	AQK58421	
Zm00001eb240850		GRMZM5G813578	AQK70872	
Zm00001eb240860		GRMZM5G813578	AQK70872	
Zm00001eb062530	Zm00001d034638	GRMZM2G061900	ara3	ras-related protein ARA-3
Zm00001eb324570		GRMZM2G060579	arad1	arabinosyltransferase1
Zm00001eb104040		GRMZM2G459854	arc8	ACT domain repeat8
Zm00001eb212170		GRMZM2G395844	arf1	ADP-ribosylation factor homolog1
Zm00001eb019130		GRMZM2G082836	arf2	ADP-ribosylation factor homolog2
Zm00001eb149980		GRMZM2G357399	arf3	ADP-ribosylation factor homolog3
Zm00001eb333240		GRMZM2G015361	arf4	ADP-ribosylation factor homolog4
Zm00001eb286900		GRMZM2G176495	arf5	ADP-ribosylation factor homolog5
Zm00001eb327740		GRMZM2G079226	arf6	ADP-ribosylation factor homolog6
Zm00001eb035640	Zm00001d031522	GRMZM2G169820	arftf1	ARF-transcription factor 1
Zm00001eb142540	Zm00001d042267	GRMZM2G338259	arftf10	ARF-transcription factor 10
Zm00001eb152940	Zm00001d043431	GRMZM2G056120	arftf11	ARF-transcription factor 11
Zm00001eb157270		GRMZM2G437460	arftf12	ARF-transcription factor 12
Zm00001eb170540	Zm00001d049295	GRMZM2G378580	arftf13	ARF-transcription factor 13
Zm00001eb182260	Zm00001d050781	GRMZM2G137413	arftf14	ARF-transcription factor 14
Zm00001eb185290	Zm00001d051172	GRMZM2G081406	arftf15	ARF-transcription factor 15
Zm00001eb207450	Zm00001d053819	GRMZM2G028980	arftf16	ARF-transcription factor 16
Zm00001eb221620	Zm00001d014013	GRMZM2G159399	arftf17	ARF-transcription factor 17
Zm00001eb224680	Zm00001d014377	GRMZM2G035405	arftf18	ARF-transcription factor 18
Zm00001eb225570	Zm00001d014507	AC207656.3_FG002	arftf19	ARF-transcription factor 19
Zm00001eb225570	Zm00001d014507	GRMZM2G013663	arftf19	ARF-transcription factor 19
Zm00001eb045640	Zm00001d032683	GRMZM2G153233	arftf2	ARF-transcription factor 2
Zm00001eb232120	Zm00001d015243	GRMZM2G102845	arftf20	ARF-transcription factor 20
Zm00001eb273540	Zm00001d000358	GRMZM2G390641	arftf21	ARF-transcription factor 21
Zm00001eb273840	Zm00001d036593	GRMZM2G089640	arftf22	ARF-transcription factor 22
Zm00001eb292830	Zm00001d038698	GRMZM2G441325	arftf23	ARF-transcription factor 23
Zm00001eb295830	Zm00001d039006	GRMZM2G030710	arftf24	ARF-transcription factor 24
Zm00001eb363810	Zm00001d011953	GRMZM2G116557	arftf25	ARF-transcription factor 25
Zm00001eb370810	Zm00001d012731	GRMZM5G874163	arftf26	ARF-transcription factor 26
Zm00001eb373970	Zm00001d045026	GRMZM2G160005	arftf27	ARF-transcription factor 27
Zm00001eb408800	Zm00001d023659	GRMZM2G006042	arftf28	ARF-transcription factor 28
Zm00001eb433020	Zm00001d026540	GRMZM2G086949	arftf29	ARF-transcription factor 29
Zm00001eb066640	Zm00001d001879	GRMZM2G078274	arftf3	ARF-transcription factor 3
Zm00001eb433460	Zm00001d026590	GRMZM2G475882	arftf30	ARF-transcription factor 30
Zm00001eb434380	Zm00001d026687	GRMZM2G023813	arftf31	ARF-transcription factor 31
	Zm00001d030803	GRMZM2G181254	arftf32	ARF-transcription factor 32
Zm00001eb029770	Zm00001d030801	GRMZM2G179121	arftf33	ARF-transcription factor 33
Zm00001eb031700	Zm00001d031064	GRMZM2G081158	arftf34	ARF-transcription factor 34
Zm00001eb227100	Zm00001d014690	GRMZM2G317900	arftf35	ARF-transcription factor 35
Zm00001eb243930	Zm00001d016838	GRMZM2G702026	arftf36	ARF-transcription factor 36
	Zm00001d019539	GRMZM2G075715	arftf37	ARF-transcription factor 37
Zm00001eb426740	Zm00001d025871	GRMZM2G005284	arftf38	ARF-transcription factor 38
Zm00001eb067270	Zm00001d001945	GRMZM2G034840	arftf4	ARF-transcription factor 4
Zm00001eb076420	Zm00001d002929	GRMZM5G808366	arftf5	ARF-transcription factor 5
Zm00001eb077170	Zm00001d003011	GRMZM2G122614	arftf6	ARF-transcription factor 6
